id,level,domain,question,serialized_table,prompt,answer,table_json,evidence_json,operation
A-L1-0095,1,skydiving,"According to the table, what is the Air pressure for Lucas?","| Elapsed time | Heart rate | Person | Falling speed | Altitude | Air pressure | Air temperature |
| --- | --- | --- | --- | --- | --- | --- |
| 34.1 s | 157 bpm | Sofia | 63.0 m/s | 6775 m | 50.0 kPa | -29.8 °C |
| 37.4 s | 148 bpm | Theo | 58.0 m/s | 11538 m | 20.0 kPa | -16.5 °C |
| 65.7 s | 131 bpm | Lucas | 71.0 m/s | 5411 m | 28.3 kPa | -0.7 °C |
| 54.5 s | 165 bpm | Alex | 81.0 m/s | 10216 m | 53.0 kPa | 17.8 °C |
| 6.5 s | 100 bpm | Yuna | 27.1 m/s | 10739 m | 20.5 kPa | -36.5 °C |
| 50.4 s | 128 bpm | Noah | 72.5 m/s | 6640 m | 68.0 kPa | -3.6 °C |","Answer the question using the table. Return only the requested value.

Table:
| Elapsed time | Heart rate | Person | Falling speed | Altitude | Air pressure | Air temperature |
| --- | --- | --- | --- | --- | --- | --- |
| 34.1 s | 157 bpm | Sofia | 63.0 m/s | 6775 m | 50.0 kPa | -29.8 °C |
| 37.4 s | 148 bpm | Theo | 58.0 m/s | 11538 m | 20.0 kPa | -16.5 °C |
| 65.7 s | 131 bpm | Lucas | 71.0 m/s | 5411 m | 28.3 kPa | -0.7 °C |
| 54.5 s | 165 bpm | Alex | 81.0 m/s | 10216 m | 53.0 kPa | 17.8 °C |
| 6.5 s | 100 bpm | Yuna | 27.1 m/s | 10739 m | 20.5 kPa | -36.5 °C |
| 50.4 s | 128 bpm | Noah | 72.5 m/s | 6640 m | 68.0 kPa | -3.6 °C |

Question: According to the table, what is the Air pressure for Lucas?",28.3 kPa,"{""headers"": [""Elapsed time"", ""Heart rate"", ""Person"", ""Falling speed"", ""Altitude"", ""Air pressure"", ""Air temperature""], ""rows"": [[""34.1 s"", ""157 bpm"", ""Sofia"", ""63.0 m/s"", ""6775 m"", ""50.0 kPa"", ""-29.8 °C""], [""37.4 s"", ""148 bpm"", ""Theo"", ""58.0 m/s"", ""11538 m"", ""20.0 kPa"", ""-16.5 °C""], [""65.7 s"", ""131 bpm"", ""Lucas"", ""71.0 m/s"", ""5411 m"", ""28.3 kPa"", ""-0.7 °C""], [""54.5 s"", ""165 bpm"", ""Alex"", ""81.0 m/s"", ""10216 m"", ""53.0 kPa"", ""17.8 °C""], [""6.5 s"", ""100 bpm"", ""Yuna"", ""27.1 m/s"", ""10739 m"", ""20.5 kPa"", ""-36.5 °C""], [""50.4 s"", ""128 bpm"", ""Noah"", ""72.5 m/s"", ""6640 m"", ""68.0 kPa"", ""-3.6 °C""]]}","{""row_index"": 2, ""column_index"": 5, ""row_identifier_column"": ""Person"", ""row_identifier_value"": ""Lucas"", ""target_column"": ""Air pressure""}",lookup
A-L1-0096,1,sports,What is the Points value for the Dragons?,"| Wins | Possession | Points | Team | Goals scored | Goals conceded |
| --- | --- | --- | --- | --- | --- |
| 2 | 32.2% | 58 | Comets | 104 | 103 |
| 11 | 62.7% | 52 | Ravens | 117 | 58 |
| 9 | 59.2% | 92 | Dragons | 9 | 78 |
| 18 | 66.3% | 99 | Sharks | 109 | 81 |
| 5 | 63.0% | 71 | Wolves | 67 | 93 |","Answer the question using the table. Return only the requested value.

Table:
| Wins | Possession | Points | Team | Goals scored | Goals conceded |
| --- | --- | --- | --- | --- | --- |
| 2 | 32.2% | 58 | Comets | 104 | 103 |
| 11 | 62.7% | 52 | Ravens | 117 | 58 |
| 9 | 59.2% | 92 | Dragons | 9 | 78 |
| 18 | 66.3% | 99 | Sharks | 109 | 81 |
| 5 | 63.0% | 71 | Wolves | 67 | 93 |

Question: What is the Points value for the Dragons?",92,"{""headers"": [""Wins"", ""Possession"", ""Points"", ""Team"", ""Goals scored"", ""Goals conceded""], ""rows"": [[""2"", ""32.2%"", ""58"", ""Comets"", ""104"", ""103""], [""11"", ""62.7%"", ""52"", ""Ravens"", ""117"", ""58""], [""9"", ""59.2%"", ""92"", ""Dragons"", ""9"", ""78""], [""18"", ""66.3%"", ""99"", ""Sharks"", ""109"", ""81""], [""5"", ""63.0%"", ""71"", ""Wolves"", ""67"", ""93""]]}","{""row_index"": 2, ""column_index"": 2, ""row_identifier_column"": ""Team"", ""row_identifier_value"": ""Dragons"", ""target_column"": ""Points""}",lookup
A-L1-0097,1,lab,Look at Sample-I. What is its recorded pH?,"| Sample | Mass | Density | Temperature | Conductivity | pH | Volume |
| --- | --- | --- | --- | --- | --- | --- |
| Sample-K | 379.4 g | 1.81 g/mL | 9.9 °C | 5.07 mS/cm | 10.53 | 29.0 mL |
| Sample-L | 297.8 g | 1.62 g/mL | 93.9 °C | 8.77 mS/cm | 2.24 | 76.9 mL |
| Sample-J | 434.6 g | 3.74 g/mL | 67.4 °C | 23.73 mS/cm | 10.20 | 4.4 mL |
| Sample-C | 286.6 g | 0.79 g/mL | 12.7 °C | 3.39 mS/cm | 2.49 | 100.4 mL |
| Sample-A | 222.2 g | 3.97 g/mL | 78.6 °C | 15.44 mS/cm | 3.46 | 12.2 mL |
| Sample-D | 462.2 g | 1.63 g/mL | 43.1 °C | 19.44 mS/cm | 2.90 | 168.3 mL |
| Sample-I | 308.8 g | 1.19 g/mL | 11.4 °C | 16.34 mS/cm | 9.36 | 62.3 mL |
| Sample-F | 66.9 g | 3.21 g/mL | 48.9 °C | 12.60 mS/cm | 3.35 | 140.3 mL |","Answer the question using the table. Return only the requested value.

Table:
| Sample | Mass | Density | Temperature | Conductivity | pH | Volume |
| --- | --- | --- | --- | --- | --- | --- |
| Sample-K | 379.4 g | 1.81 g/mL | 9.9 °C | 5.07 mS/cm | 10.53 | 29.0 mL |
| Sample-L | 297.8 g | 1.62 g/mL | 93.9 °C | 8.77 mS/cm | 2.24 | 76.9 mL |
| Sample-J | 434.6 g | 3.74 g/mL | 67.4 °C | 23.73 mS/cm | 10.20 | 4.4 mL |
| Sample-C | 286.6 g | 0.79 g/mL | 12.7 °C | 3.39 mS/cm | 2.49 | 100.4 mL |
| Sample-A | 222.2 g | 3.97 g/mL | 78.6 °C | 15.44 mS/cm | 3.46 | 12.2 mL |
| Sample-D | 462.2 g | 1.63 g/mL | 43.1 °C | 19.44 mS/cm | 2.90 | 168.3 mL |
| Sample-I | 308.8 g | 1.19 g/mL | 11.4 °C | 16.34 mS/cm | 9.36 | 62.3 mL |
| Sample-F | 66.9 g | 3.21 g/mL | 48.9 °C | 12.60 mS/cm | 3.35 | 140.3 mL |

Question: Look at Sample-I. What is its recorded pH?",9.36,"{""headers"": [""Sample"", ""Mass"", ""Density"", ""Temperature"", ""Conductivity"", ""pH"", ""Volume""], ""rows"": [[""Sample-K"", ""379.4 g"", ""1.81 g/mL"", ""9.9 °C"", ""5.07 mS/cm"", ""10.53"", ""29.0 mL""], [""Sample-L"", ""297.8 g"", ""1.62 g/mL"", ""93.9 °C"", ""8.77 mS/cm"", ""2.24"", ""76.9 mL""], [""Sample-J"", ""434.6 g"", ""3.74 g/mL"", ""67.4 °C"", ""23.73 mS/cm"", ""10.20"", ""4.4 mL""], [""Sample-C"", ""286.6 g"", ""0.79 g/mL"", ""12.7 °C"", ""3.39 mS/cm"", ""2.49"", ""100.4 mL""], [""Sample-A"", ""222.2 g"", ""3.97 g/mL"", ""78.6 °C"", ""15.44 mS/cm"", ""3.46"", ""12.2 mL""], [""Sample-D"", ""462.2 g"", ""1.63 g/mL"", ""43.1 °C"", ""19.44 mS/cm"", ""2.90"", ""168.3 mL""], [""Sample-I"", ""308.8 g"", ""1.19 g/mL"", ""11.4 °C"", ""16.34 mS/cm"", ""9.36"", ""62.3 mL""], [""Sample-F"", ""66.9 g"", ""3.21 g/mL"", ""48.9 °C"", ""12.60 mS/cm"", ""3.35"", ""140.3 mL""]]}","{""row_index"": 6, ""column_index"": 5, ""row_identifier_column"": ""Sample"", ""row_identifier_value"": ""Sample-I"", ""target_column"": ""pH""}",lookup
A-L1-0098,1,weather,"According to the weather table, what is the Humidity at Maple?","| Station | Rainfall | Visibility | Temperature | Humidity | Wind speed |
| --- | --- | --- | --- | --- | --- |
| Fairview | 2.5 mm | 5.0 km | -0.1 °C | 83% | 19.4 m/s |
| Pinehurst | 45.0 mm | 5.1 km | 5.9 °C | 36% | 11.7 m/s |
| Orion | 8.5 mm | 16.2 km | 30.9 °C | 96% | 11.0 m/s |
| Hillcrest | 42.6 mm | 1.1 km | 34.1 °C | 30% | 16.0 m/s |
| Clearwater | 23.1 mm | 26.0 km | 20.0 °C | 47% | 29.8 m/s |
| Maple | 73.7 mm | 11.7 km | -2.7 °C | 17% | 22.7 m/s |
| Westhaven | 29.9 mm | 29.4 km | -2.5 °C | 44% | 21.9 m/s |
| Cedar | 69.0 mm | 26.8 km | 31.6 °C | 57% | 21.9 m/s |","Answer the question using the table. Return only the requested value.

Table:
| Station | Rainfall | Visibility | Temperature | Humidity | Wind speed |
| --- | --- | --- | --- | --- | --- |
| Fairview | 2.5 mm | 5.0 km | -0.1 °C | 83% | 19.4 m/s |
| Pinehurst | 45.0 mm | 5.1 km | 5.9 °C | 36% | 11.7 m/s |
| Orion | 8.5 mm | 16.2 km | 30.9 °C | 96% | 11.0 m/s |
| Hillcrest | 42.6 mm | 1.1 km | 34.1 °C | 30% | 16.0 m/s |
| Clearwater | 23.1 mm | 26.0 km | 20.0 °C | 47% | 29.8 m/s |
| Maple | 73.7 mm | 11.7 km | -2.7 °C | 17% | 22.7 m/s |
| Westhaven | 29.9 mm | 29.4 km | -2.5 °C | 44% | 21.9 m/s |
| Cedar | 69.0 mm | 26.8 km | 31.6 °C | 57% | 21.9 m/s |

Question: According to the weather table, what is the Humidity at Maple?",17%,"{""headers"": [""Station"", ""Rainfall"", ""Visibility"", ""Temperature"", ""Humidity"", ""Wind speed""], ""rows"": [[""Fairview"", ""2.5 mm"", ""5.0 km"", ""-0.1 °C"", ""83%"", ""19.4 m/s""], [""Pinehurst"", ""45.0 mm"", ""5.1 km"", ""5.9 °C"", ""36%"", ""11.7 m/s""], [""Orion"", ""8.5 mm"", ""16.2 km"", ""30.9 °C"", ""96%"", ""11.0 m/s""], [""Hillcrest"", ""42.6 mm"", ""1.1 km"", ""34.1 °C"", ""30%"", ""16.0 m/s""], [""Clearwater"", ""23.1 mm"", ""26.0 km"", ""20.0 °C"", ""47%"", ""29.8 m/s""], [""Maple"", ""73.7 mm"", ""11.7 km"", ""-2.7 °C"", ""17%"", ""22.7 m/s""], [""Westhaven"", ""29.9 mm"", ""29.4 km"", ""-2.5 °C"", ""44%"", ""21.9 m/s""], [""Cedar"", ""69.0 mm"", ""26.8 km"", ""31.6 °C"", ""57%"", ""21.9 m/s""]]}","{""row_index"": 5, ""column_index"": 4, ""row_identifier_column"": ""Station"", ""row_identifier_value"": ""Maple"", ""target_column"": ""Humidity""}",lookup
A-L1-0099,1,sports,"In the table, what Wins do the Wolves have?","| Wins | Possession | Goals scored | Losses | Team | Goals conceded |
| --- | --- | --- | --- | --- | --- |
| 28 | 46.5% | 110 | 23 | Bulls | 61 |
| 30 | 31.2% | 57 | 28 | Comets | 45 |
| 3 | 42.7% | 97 | 17 | Ravens | 76 |
| 24 | 37.5% | 8 | 5 | Hawks | 21 |
| 18 | 69.4% | 82 | 8 | Tigers | 83 |
| 23 | 37.4% | 23 | 28 | Wolves | 112 |
| 24 | 55.5% | 24 | 8 | Cyclones | 99 |","Answer the question using the table. Return only the requested value.

Table:
| Wins | Possession | Goals scored | Losses | Team | Goals conceded |
| --- | --- | --- | --- | --- | --- |
| 28 | 46.5% | 110 | 23 | Bulls | 61 |
| 30 | 31.2% | 57 | 28 | Comets | 45 |
| 3 | 42.7% | 97 | 17 | Ravens | 76 |
| 24 | 37.5% | 8 | 5 | Hawks | 21 |
| 18 | 69.4% | 82 | 8 | Tigers | 83 |
| 23 | 37.4% | 23 | 28 | Wolves | 112 |
| 24 | 55.5% | 24 | 8 | Cyclones | 99 |

Question: In the table, what Wins do the Wolves have?",23,"{""headers"": [""Wins"", ""Possession"", ""Goals scored"", ""Losses"", ""Team"", ""Goals conceded""], ""rows"": [[""28"", ""46.5%"", ""110"", ""23"", ""Bulls"", ""61""], [""30"", ""31.2%"", ""57"", ""28"", ""Comets"", ""45""], [""3"", ""42.7%"", ""97"", ""17"", ""Ravens"", ""76""], [""24"", ""37.5%"", ""8"", ""5"", ""Hawks"", ""21""], [""18"", ""69.4%"", ""82"", ""8"", ""Tigers"", ""83""], [""23"", ""37.4%"", ""23"", ""28"", ""Wolves"", ""112""], [""24"", ""55.5%"", ""24"", ""8"", ""Cyclones"", ""99""]]}","{""row_index"": 5, ""column_index"": 0, ""row_identifier_column"": ""Team"", ""row_identifier_value"": ""Wolves"", ""target_column"": ""Wins""}",lookup
A-L1-0100,1,race,"According to the race table, what is Iris's Tire temperature?","| Position | Driver | Lap time | Tire temperature | Top speed |
| --- | --- | --- | --- | --- |
| 8 | Nora | 82.62 s | 94.3 °C | 268.2 km/h |
| 2 | Julia | 99.64 s | 125.7 °C | 286.9 km/h |
| 20 | Daniel | 133.80 s | 133.9 °C | 191.9 km/h |
| 13 | Iris | 120.98 s | 105.6 °C | 257.0 km/h |
| 7 | Hana | 112.06 s | 75.2 °C | 220.1 km/h |
| 19 | Ethan | 88.50 s | 130.4 °C | 309.6 km/h |","Answer the question using the table. Return only the requested value.

Table:
| Position | Driver | Lap time | Tire temperature | Top speed |
| --- | --- | --- | --- | --- |
| 8 | Nora | 82.62 s | 94.3 °C | 268.2 km/h |
| 2 | Julia | 99.64 s | 125.7 °C | 286.9 km/h |
| 20 | Daniel | 133.80 s | 133.9 °C | 191.9 km/h |
| 13 | Iris | 120.98 s | 105.6 °C | 257.0 km/h |
| 7 | Hana | 112.06 s | 75.2 °C | 220.1 km/h |
| 19 | Ethan | 88.50 s | 130.4 °C | 309.6 km/h |

Question: According to the race table, what is Iris's Tire temperature?",105.6 °C,"{""headers"": [""Position"", ""Driver"", ""Lap time"", ""Tire temperature"", ""Top speed""], ""rows"": [[""8"", ""Nora"", ""82.62 s"", ""94.3 °C"", ""268.2 km/h""], [""2"", ""Julia"", ""99.64 s"", ""125.7 °C"", ""286.9 km/h""], [""20"", ""Daniel"", ""133.80 s"", ""133.9 °C"", ""191.9 km/h""], [""13"", ""Iris"", ""120.98 s"", ""105.6 °C"", ""257.0 km/h""], [""7"", ""Hana"", ""112.06 s"", ""75.2 °C"", ""220.1 km/h""], [""19"", ""Ethan"", ""88.50 s"", ""130.4 °C"", ""309.6 km/h""]]}","{""row_index"": 3, ""column_index"": 3, ""row_identifier_column"": ""Driver"", ""row_identifier_value"": ""Iris"", ""target_column"": ""Tire temperature""}",lookup
A-L1-0101,1,weather,Find station Brookfield. What is its Rainfall?,"| Station | Pressure | Temperature | Wind speed | Rainfall | Visibility | Humidity |
| --- | --- | --- | --- | --- | --- | --- |
| Pinehurst | 966.9 hPa | -6.4 °C | 30.5 m/s | 73.3 mm | 4.8 km | 29% |
| Orion | 965.6 hPa | 32.5 °C | 0.9 m/s | 38.6 mm | 26.9 km | 48% |
| Riverton | 939.9 hPa | 22.7 °C | 11.3 m/s | 55.1 mm | 5.3 km | 88% |
| Westhaven | 985.1 hPa | 32.4 °C | 6.3 m/s | 49.8 mm | 16.6 km | 23% |
| Fairview | 1037.3 hPa | 14.2 °C | 21.4 m/s | 13.6 mm | 1.8 km | 75% |
| Lakeside | 940.0 hPa | -10.5 °C | 24.7 m/s | 53.9 mm | 21.4 km | 76% |
| Maple | 935.6 hPa | 35.9 °C | 10.8 m/s | 62.1 mm | 9.0 km | 79% |
| Brookfield | 1028.8 hPa | 25.6 °C | 33.6 m/s | 0.3 mm | 0.9 km | 30% |","Answer the question using the table. Return only the requested value.

Table:
| Station | Pressure | Temperature | Wind speed | Rainfall | Visibility | Humidity |
| --- | --- | --- | --- | --- | --- | --- |
| Pinehurst | 966.9 hPa | -6.4 °C | 30.5 m/s | 73.3 mm | 4.8 km | 29% |
| Orion | 965.6 hPa | 32.5 °C | 0.9 m/s | 38.6 mm | 26.9 km | 48% |
| Riverton | 939.9 hPa | 22.7 °C | 11.3 m/s | 55.1 mm | 5.3 km | 88% |
| Westhaven | 985.1 hPa | 32.4 °C | 6.3 m/s | 49.8 mm | 16.6 km | 23% |
| Fairview | 1037.3 hPa | 14.2 °C | 21.4 m/s | 13.6 mm | 1.8 km | 75% |
| Lakeside | 940.0 hPa | -10.5 °C | 24.7 m/s | 53.9 mm | 21.4 km | 76% |
| Maple | 935.6 hPa | 35.9 °C | 10.8 m/s | 62.1 mm | 9.0 km | 79% |
| Brookfield | 1028.8 hPa | 25.6 °C | 33.6 m/s | 0.3 mm | 0.9 km | 30% |

Question: Find station Brookfield. What is its Rainfall?",0.3 mm,"{""headers"": [""Station"", ""Pressure"", ""Temperature"", ""Wind speed"", ""Rainfall"", ""Visibility"", ""Humidity""], ""rows"": [[""Pinehurst"", ""966.9 hPa"", ""-6.4 °C"", ""30.5 m/s"", ""73.3 mm"", ""4.8 km"", ""29%""], [""Orion"", ""965.6 hPa"", ""32.5 °C"", ""0.9 m/s"", ""38.6 mm"", ""26.9 km"", ""48%""], [""Riverton"", ""939.9 hPa"", ""22.7 °C"", ""11.3 m/s"", ""55.1 mm"", ""5.3 km"", ""88%""], [""Westhaven"", ""985.1 hPa"", ""32.4 °C"", ""6.3 m/s"", ""49.8 mm"", ""16.6 km"", ""23%""], [""Fairview"", ""1037.3 hPa"", ""14.2 °C"", ""21.4 m/s"", ""13.6 mm"", ""1.8 km"", ""75%""], [""Lakeside"", ""940.0 hPa"", ""-10.5 °C"", ""24.7 m/s"", ""53.9 mm"", ""21.4 km"", ""76%""], [""Maple"", ""935.6 hPa"", ""35.9 °C"", ""10.8 m/s"", ""62.1 mm"", ""9.0 km"", ""79%""], [""Brookfield"", ""1028.8 hPa"", ""25.6 °C"", ""33.6 m/s"", ""0.3 mm"", ""0.9 km"", ""30%""]]}","{""row_index"": 7, ""column_index"": 4, ""row_identifier_column"": ""Station"", ""row_identifier_value"": ""Brookfield"", ""target_column"": ""Rainfall""}",lookup
A-L1-0102,1,skydiving,Find Lena. What Altitude is listed?,"| Air temperature | Falling speed | Person | Elapsed time | Altitude |
| --- | --- | --- | --- | --- |
| -26.2 °C | 65.0 m/s | Lena | 87.8 s | 10137 m |
| -27.7 °C | 33.1 m/s | Noah | 52.4 s | 8488 m |
| -6.4 °C | 56.5 m/s | Mina | 14.8 s | 8502 m |
| -7.5 °C | 61.7 m/s | Yuna | 75.9 s | 8452 m |
| -21.8 °C | 30.6 m/s | Oliver | 39.1 s | 3942 m |
| -10.3 °C | 29.1 m/s | Theo | 31.4 s | 5414 m |
| -8.5 °C | 35.6 m/s | Maya | 88.8 s | 5736 m |
| -33.8 °C | 27.9 m/s | David | 65.5 s | 5295 m |","Answer the question using the table. Return only the requested value.

Table:
| Air temperature | Falling speed | Person | Elapsed time | Altitude |
| --- | --- | --- | --- | --- |
| -26.2 °C | 65.0 m/s | Lena | 87.8 s | 10137 m |
| -27.7 °C | 33.1 m/s | Noah | 52.4 s | 8488 m |
| -6.4 °C | 56.5 m/s | Mina | 14.8 s | 8502 m |
| -7.5 °C | 61.7 m/s | Yuna | 75.9 s | 8452 m |
| -21.8 °C | 30.6 m/s | Oliver | 39.1 s | 3942 m |
| -10.3 °C | 29.1 m/s | Theo | 31.4 s | 5414 m |
| -8.5 °C | 35.6 m/s | Maya | 88.8 s | 5736 m |
| -33.8 °C | 27.9 m/s | David | 65.5 s | 5295 m |

Question: Find Lena. What Altitude is listed?",10137 m,"{""headers"": [""Air temperature"", ""Falling speed"", ""Person"", ""Elapsed time"", ""Altitude""], ""rows"": [[""-26.2 °C"", ""65.0 m/s"", ""Lena"", ""87.8 s"", ""10137 m""], [""-27.7 °C"", ""33.1 m/s"", ""Noah"", ""52.4 s"", ""8488 m""], [""-6.4 °C"", ""56.5 m/s"", ""Mina"", ""14.8 s"", ""8502 m""], [""-7.5 °C"", ""61.7 m/s"", ""Yuna"", ""75.9 s"", ""8452 m""], [""-21.8 °C"", ""30.6 m/s"", ""Oliver"", ""39.1 s"", ""3942 m""], [""-10.3 °C"", ""29.1 m/s"", ""Theo"", ""31.4 s"", ""5414 m""], [""-8.5 °C"", ""35.6 m/s"", ""Maya"", ""88.8 s"", ""5736 m""], [""-33.8 °C"", ""27.9 m/s"", ""David"", ""65.5 s"", ""5295 m""]]}","{""row_index"": 0, ""column_index"": 4, ""row_identifier_column"": ""Person"", ""row_identifier_value"": ""Lena"", ""target_column"": ""Altitude""}",lookup
A-L1-0103,1,race,Find Noah's row. What is the Top speed?,"| Lap time | Tire temperature | Top speed | Driver |
| --- | --- | --- | --- |
| 84.02 s | 111.4 °C | 310.4 km/h | Yuna |
| 55.96 s | 107.8 °C | 216.2 km/h | Julia |
| 122.77 s | 128.7 °C | 296.2 km/h | David |
| 122.17 s | 81.1 °C | 235.4 km/h | Hana |
| 83.37 s | 91.1 °C | 280.9 km/h | Nora |
| 83.72 s | 84.8 °C | 301.0 km/h | Noah |
| 82.53 s | 98.0 °C | 181.1 km/h | Lena |
| 57.47 s | 106.2 °C | 211.6 km/h | Emma |
| 108.31 s | 96.1 °C | 340.6 km/h | Sofia |","Answer the question using the table. Return only the requested value.

Table:
| Lap time | Tire temperature | Top speed | Driver |
| --- | --- | --- | --- |
| 84.02 s | 111.4 °C | 310.4 km/h | Yuna |
| 55.96 s | 107.8 °C | 216.2 km/h | Julia |
| 122.77 s | 128.7 °C | 296.2 km/h | David |
| 122.17 s | 81.1 °C | 235.4 km/h | Hana |
| 83.37 s | 91.1 °C | 280.9 km/h | Nora |
| 83.72 s | 84.8 °C | 301.0 km/h | Noah |
| 82.53 s | 98.0 °C | 181.1 km/h | Lena |
| 57.47 s | 106.2 °C | 211.6 km/h | Emma |
| 108.31 s | 96.1 °C | 340.6 km/h | Sofia |

Question: Find Noah's row. What is the Top speed?",301.0 km/h,"{""headers"": [""Lap time"", ""Tire temperature"", ""Top speed"", ""Driver""], ""rows"": [[""84.02 s"", ""111.4 °C"", ""310.4 km/h"", ""Yuna""], [""55.96 s"", ""107.8 °C"", ""216.2 km/h"", ""Julia""], [""122.77 s"", ""128.7 °C"", ""296.2 km/h"", ""David""], [""122.17 s"", ""81.1 °C"", ""235.4 km/h"", ""Hana""], [""83.37 s"", ""91.1 °C"", ""280.9 km/h"", ""Nora""], [""83.72 s"", ""84.8 °C"", ""301.0 km/h"", ""Noah""], [""82.53 s"", ""98.0 °C"", ""181.1 km/h"", ""Lena""], [""57.47 s"", ""106.2 °C"", ""211.6 km/h"", ""Emma""], [""108.31 s"", ""96.1 °C"", ""340.6 km/h"", ""Sofia""]]}","{""row_index"": 5, ""column_index"": 2, ""row_identifier_column"": ""Driver"", ""row_identifier_value"": ""Noah"", ""target_column"": ""Top speed""}",lookup
A-L1-0104,1,skydiving,"According to the table, what is the Elapsed time for Leo?","| Air pressure | Heart rate | Altitude | Elapsed time | Person |
| --- | --- | --- | --- | --- |
| 55.5 kPa | 166 bpm | 787 m | 75.0 s | Daniel |
| 22.5 kPa | 103 bpm | 5260 m | 68.5 s | Oliver |
| 56.2 kPa | 95 bpm | 11433 m | 49.7 s | David |
| 29.0 kPa | 102 bpm | 9527 m | 24.5 s | Leo |
| 35.2 kPa | 123 bpm | 11122 m | 48.4 s | Theo |","Answer the question using the table. Return only the requested value.

Table:
| Air pressure | Heart rate | Altitude | Elapsed time | Person |
| --- | --- | --- | --- | --- |
| 55.5 kPa | 166 bpm | 787 m | 75.0 s | Daniel |
| 22.5 kPa | 103 bpm | 5260 m | 68.5 s | Oliver |
| 56.2 kPa | 95 bpm | 11433 m | 49.7 s | David |
| 29.0 kPa | 102 bpm | 9527 m | 24.5 s | Leo |
| 35.2 kPa | 123 bpm | 11122 m | 48.4 s | Theo |

Question: According to the table, what is the Elapsed time for Leo?",24.5 s,"{""headers"": [""Air pressure"", ""Heart rate"", ""Altitude"", ""Elapsed time"", ""Person""], ""rows"": [[""55.5 kPa"", ""166 bpm"", ""787 m"", ""75.0 s"", ""Daniel""], [""22.5 kPa"", ""103 bpm"", ""5260 m"", ""68.5 s"", ""Oliver""], [""56.2 kPa"", ""95 bpm"", ""11433 m"", ""49.7 s"", ""David""], [""29.0 kPa"", ""102 bpm"", ""9527 m"", ""24.5 s"", ""Leo""], [""35.2 kPa"", ""123 bpm"", ""11122 m"", ""48.4 s"", ""Theo""]]}","{""row_index"": 3, ""column_index"": 3, ""row_identifier_column"": ""Person"", ""row_identifier_value"": ""Leo"", ""target_column"": ""Elapsed time""}",lookup
